% Column 0: Length, mm
% Column 1: B.n, Tesla
0.00000000e+000	-3.07248725e-001	
4.00000000e-002	-3.07233692e-001	
8.00000000e-002	-3.07227649e-001	
1.20000000e-001	-3.07259424e-001	
1.60000000e-001	-3.07264191e-001	
2.00000000e-001	-3.07257807e-001	
2.40000000e-001	-3.07249807e-001	
2.80000000e-001	-3.07287177e-001	
3.20000000e-001	-3.07350704e-001	
3.60000000e-001	-3.07413149e-001	
4.00000000e-001	-3.07472997e-001	
4.40000000e-001	-3.07530820e-001	
4.80000000e-001	-3.07580941e-001	
5.20000000e-001	-3.07616455e-001	
5.60000000e-001	-3.07618354e-001	
6.00000000e-001	-3.07620253e-001	
6.40000000e-001	-3.07695800e-001	
6.80000000e-001	-3.07776786e-001	
7.20000000e-001	-3.07869391e-001	
7.60000000e-001	-3.07978399e-001	
8.00000000e-001	-3.08091449e-001	
8.40000000e-001	-3.08196078e-001	
8.80000000e-001	-3.08277040e-001	
9.20000000e-001	-3.08364868e-001	
9.60000000e-001	-3.08452696e-001	
1.00000000e+000	-3.08549100e-001	
1.04000000e+000	-3.08648170e-001	
1.08000000e+000	-3.08752710e-001	
1.12000000e+000	-3.08860101e-001	
1.16000000e+000	-3.08971769e-001	
1.20000000e+000	-3.09095855e-001	
1.24000000e+000	-3.09219941e-001	
1.28000000e+000	-3.09344299e-001	
1.32000000e+000	-3.09474798e-001	
1.36000000e+000	-3.09637115e-001	
1.40000000e+000	-3.09793196e-001	
1.44000000e+000	-3.09952859e-001	
1.48000000e+000	-3.10122833e-001	
1.52000000e+000	-3.10290766e-001	
1.56000000e+000	-3.10457386e-001	
1.60000000e+000	-3.10621326e-001	
1.64000000e+000	-3.10781850e-001	
1.68000000e+000	-3.10940992e-001	
1.72000000e+000	-3.11066273e-001	
1.76000000e+000	-3.11235981e-001	
1.80000000e+000	-3.11431870e-001	
1.84000000e+000	-3.11623491e-001	
1.88000000e+000	-3.11822055e-001	
1.92000000e+000	-3.12020700e-001	
1.96000000e+000	-3.12219345e-001	
2.00000000e+000	-3.12417990e-001	
2.04000000e+000	-3.12656941e-001	
2.08000000e+000	-3.12895892e-001	
2.12000000e+000	-3.13123756e-001	
2.16000000e+000	-3.13331371e-001	
2.20000000e+000	-3.13538987e-001	
2.24000000e+000	-3.13774524e-001	
2.28000000e+000	-3.14033878e-001	
2.32000000e+000	-3.14293231e-001	
2.36000000e+000	-3.14553458e-001	
2.40000000e+000	-3.14782102e-001	
2.44000000e+000	-3.15007614e-001	
2.48000000e+000	-3.15233126e-001	
2.52000000e+000	-3.15483935e-001	
2.56000000e+000	-3.15739578e-001	
